cha_id,cha_lib,cha_long,mf1_hd,mf1_debit,mf1_taux,mf1_vit,tc1_temps,couleur_tp,etat_trafic,geo_shape,geo_point_2d
265,Voltaire I1,271,2021-10-13T17:54:00+00:00,240,6.2,11,89,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.562381704358831, 47.212886602486336], [-1.565592513657687, 47.21179246101495]]}","47.2123395318, -1.56398710901"
5844,Thouare P3,546,2021-10-13T17:54:00+00:00,720,8.3,34,57,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.467842818533781, 47.25637310806737], [-1.46522604961093, 47.257060944409716], [-1.464067138121392, 47.257365348185644], [-1.463370233868826, 47.2575389560289], [-1.462773942859205, 47.25767829082036], [-1.462230957708404, 47.25777872153909], [-1.460999618774841, 47.25785332208789]]}","47.2572273593, -1.46444060071"
5163,Michelet P2,178,2021-10-13T17:54:00+00:00,120,1.6,16,41,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.555556943117288, 47.23481053541723], [-1.555541413405515, 47.2332023639011]]}","47.2340064497, -1.55554917826"
363,Berruyer I,194,2021-10-13T17:54:00+00:00,180,3.3,16,44,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.562634125398892, 47.215290614656304], [-1.56285193231329, 47.21595190755845], [-1.561907261311306, 47.216808347006186]]}","47.2161121111, -1.56250795366"
32,Malakoff P2,159,2021-10-13T17:54:00+00:00,780,10.0,20,28,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.538417521750805, 47.21369702028416], [-1.536368221504982, 47.21335626186021]]}","47.2135266411, -1.53739287163"
420,Calvaire I1,192,2021-10-13T17:54:00+00:00,60,0.8,13,53,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.559966932282807, 47.215472670771184], [-1.562454000803315, 47.215104778333654]]}","47.2152887246, -1.56121046654"
5230,Petit Port P,269,2021-10-13T17:54:00+00:00,840,14.1,18,54,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.555404909663717, 47.243505087738804], [-1.555625745539345, 47.24108511129505]]}","47.2422950995, -1.5555153276"
5332,Malakoff I4,190,2021-10-13T17:54:00+00:00,300,3.7,20,34,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.535512785522473, 47.21312807397201], [-1.534296352031184, 47.213100839322806], [-1.533640297123986, 47.2129701589607], [-1.533300525750346, 47.21294132723498], [-1.533033199160365, 47.21297197389868]]}","47.2130545948, -1.53427032741"
5769,Guist'hau P3,121,2021-10-13T17:54:00+00:00,360,6.2,15,29,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.566091358688301, 47.21701240760624], [-1.564833800874242, 47.21633989025881]]}","47.2166761489, -1.56546257978"
5005,D'Orves I,227,2021-10-13T17:54:00+00:00,540,6.2,19,42,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.549172728696554, 47.21441316065126], [-1.549384641260303, 47.21424504156205], [-1.549601233924135, 47.2140788279554], [-1.55161710560821, 47.21324929843508]]}","47.2137800294, -1.55036511769"
332,Malakoff P1,231,2021-10-13T17:54:00+00:00,1020,12.9,21,40,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.533110169599348, 47.21332435199427], [-1.53616428695662, 47.21336311587316]]}","47.2133437339, -1.53463722828"
282,Lafayette,195,2021-10-13T17:54:00+00:00,120,1.6,10,69,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.560018290486732, 47.215616430017015], [-1.561571403707488, 47.217020926203425]]}","47.2163186781, -1.5607948471"
1136,Cote St Sebastien P1,390,2021-10-13T17:54:00+00:00,180,2.0,18,78,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.52849736811287, 47.20279727281188], [-1.529055207224204, 47.20251336656761], [-1.529418065573325, 47.20229688074928], [-1.529676709292207, 47.202083891041575], [-1.52988762159727, 47.20194370162944], [-1.530189791801826, 47.201767429041446], [-1.530500009477444, 47.2016187459716], [-1.530880145374974, 47.20147390611995], [-1.531917813077157, 47.201209991769424], [-1.532313640387138, 47.20107287502303], [-1.532747957953912, 47.20088183861653]]}","47.2017359409, -1.53057483378"
302,Rondeau P2,338,2021-10-13T17:54:00+00:00,180,2.0,19,64,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.537052527377726, 47.20538474626912], [-1.533142489267747, 47.20686169807835]]}","47.2061232222, -1.53509750832"
5092,Mollet P1,334,2021-10-13T17:54:00+00:00,720,7.9,21,58,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.555404909663717, 47.243505087738804], [-1.555198951138518, 47.24425602054505], [-1.555000822163108, 47.244927234143546], [-1.55479401740071, 47.24533354864558], [-1.554382483370357, 47.246424711474404]]}","47.2449765236, -1.55492842127"
6136,Cote St Sebastien I4,377,2021-10-13T17:54:00+00:00,0,0.0,36,38,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.528197074273283, 47.20264327955203], [-1.528784845804285, 47.20233360562691], [-1.529143098725718, 47.20211624330493], [-1.529400232355979, 47.201903304883125], [-1.529608124062421, 47.20176321733596], [-1.52990712483075, 47.20158498809659], [-1.53021432164284, 47.20143640716181], [-1.530589926144859, 47.20129172033301], [-1.531616945366574, 47.20102713417482], [-1.532008241259462, 47.20089017059838], [-1.532281711721719, 47.20077779997166]]}","47.2015973805, -1.53018760628"
5208,Viviani P2,260,2021-10-13T17:54:00+00:00,240,3.3,20,46,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.535667361960213, 47.20819156706594], [-1.537306637425245, 47.20686622825121], [-1.538201658311147, 47.20682684544022]]}","47.20732539, -1.53686491473"
5498,Mollet P2,325,2021-10-13T17:54:00+00:00,480,4.1,22,54,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.553355765824488, 47.24926604232308], [-1.553969264072513, 47.247638721447416], [-1.554253179651903, 47.24687587527448], [-1.554382483370357, 47.246424711474404]]}","47.2478507021, -1.55388511503"
5344,Ceineray I,249,2021-10-13T17:54:00+00:00,60,0.4,20,45,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.55368036261923, 47.22009119998861], [-1.55094664063067, 47.22134121380919]]}","47.2207162069, -1.55231350162"
5207,Viviani P1,255,2021-10-13T17:54:00+00:00,480,7.9,17,53,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.534703929471297, 47.21048786609818], [-1.534573393467685, 47.210295164373015], [-1.534541096570014, 47.210120831408574], [-1.534523670782467, 47.2098799590985], [-1.534589652959782, 47.20953619309736], [-1.534733319486078, 47.20921974122613], [-1.534894749410404, 47.208960477034694], [-1.5354683335166, 47.208370578236845]]}","47.2093678097, -1.53481601515"
525,Mollet I1,353,2021-10-13T17:54:00+00:00,720,6.2,22,57,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.552724597198228, 47.25235920811522], [-1.552989067407988, 47.25157844982192], [-1.553855111966531, 47.249277056604456]]}","47.2508146711, -1.5532801705"
368,Cassegrain,276,2021-10-13T17:54:00+00:00,60,1.2,16,61,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.558312802330322, 47.21804638779235], [-1.558103597847015, 47.21812672191294], [-1.557827857312233, 47.218187634565474], [-1.557936858941874, 47.2198514740428], [-1.55836382190805, 47.22020336334078]]}","47.2190580655, -1.5579721336"
305,Freinet I,231,2021-10-13T17:54:00+00:00,0,0.0,15,57,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.534705049929382, 47.208577835292516], [-1.533794906925942, 47.208094539369064], [-1.532840514308434, 47.20697812244471]]}","47.20786613, -1.53370210593"
5823,Luther King P2,329,2021-10-13T17:54:00+00:00,600,5.4,23,51,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.555089364490625, 47.25734487583524], [-1.55449541514852, 47.256930500025675], [-1.553100224201677, 47.25629343606995], [-1.551759786439287, 47.25545020044751]]}","47.2564059653, -1.55342146278"
5363,Berruyer P,177,2021-10-13T17:54:00+00:00,0,0.0,17,38,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.563558736971797, 47.21569684547867], [-1.562142921258721, 47.21696650822666]]}","47.2163316769, -1.56285082912"
150,Brandt I,284,2021-10-13T17:54:00+00:00,0,100.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.534312038621042, 47.21070121469397], [-1.535512785522473, 47.21312807397201]]}","47.2119146443, -1.53491241207"
5835,Monzie I1,218,2021-10-13T17:54:00+00:00,420,4.5,21,38,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.539692681139707, 47.20393697146531], [-1.538785346653801, 47.20443287060341], [-1.537900164311983, 47.20496310075526], [-1.537495458250051, 47.20520784948806]]}","47.20456121, -1.5385876372"
31,Tbilissi P,250,2021-10-13T17:54:00+00:00,900,12.0,20,46,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.541731903350243, 47.21233282292892], [-1.541295119990697, 47.212678754585134], [-1.540684853089698, 47.213012979925374], [-1.539177218160496, 47.21375298911227]]}","47.2130888672, -1.54048297891"
180,Desaix I2,240,2021-10-13T17:54:00+00:00,300,5.4,17,52,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.550851607651714, 47.227953589476016], [-1.550330960641761, 47.22831373036858], [-1.547922938410661, 47.22804819780643]]}","47.2281711638, -1.54943032594"
344,Ceineray P,239,2021-10-13T17:54:00+00:00,600,9.1,18,48,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.553742004441376, 47.22031406902841], [-1.551131129186494, 47.2215248561409]]}","47.2209194626, -1.55243656681"
5799,Haudaudine P,197,2021-10-13T17:54:00+00:00,60,0.4,24,29,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.554832388316425, 47.20911125696302], [-1.554417252015011, 47.207358690908364]]}","47.2082349739, -1.55462482017"
309,Estuaire I1,384,2021-10-13T17:54:00+00:00,120,2.0,19,71,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.565457618433163, 47.20319414896489], [-1.570475591052116, 47.202660857454944]]}","47.2029275032, -1.56796660474"
364,Jaures P2,145,2021-10-13T17:54:00+00:00,420,6.6,16,32,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.561459169253596, 47.21801636493158], [-1.560122507998843, 47.21896034104018]]}","47.218488353, -1.56079083863"
799,Haudaudine I,190,2021-10-13T17:54:00+00:00,900,12.5,20,34,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.554369232573763, 47.209072208325274], [-1.553947804452959, 47.20737867095288]]}","47.2082254396, -1.55415851851"
5109,Verne P5,234,2021-10-13T17:54:00+00:00,120,1.6,15,56,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.527170703635172, 47.2424673346006], [-1.529049522530874, 47.240791564860956]]}","47.2416294497, -1.52811011308"
5406,Hélié,147,2021-10-13T17:54:00+00:00,180,3.3,17,31,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.561459169253596, 47.21801636493158], [-1.562148882442805, 47.218461509691224], [-1.562528058280168, 47.21909257828788]]}","47.218493361, -1.562056718"
474,Vannes I1,492,2021-10-13T17:54:00+00:00,180,2.5,18,100,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.613872765095431, 47.249607785077615], [-1.619909671188561, 47.25126031178819]]}","47.2504340484, -1.61689121814"
5108,Paris P1,246,2021-10-13T17:54:00+00:00,540,5.4,21,42,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.520255050003179, 47.24857113816515], [-1.518171651988043, 47.250275249976795]]}","47.2494231941, -1.519213351"
406,Helie,139,2021-10-13T17:54:00+00:00,180,2.9,19,26,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.562790495011439, 47.2187452401552], [-1.561514402445581, 47.217839076087635]]}","47.2182921581, -1.56215244873"
266,Hippodrome,325,2021-10-13T17:54:00+00:00,60,1.2,28,42,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.566750193951651, 47.24727797156439], [-1.569208154322175, 47.24692748106971], [-1.569428771983147, 47.24689833823263], [-1.57097054663896, 47.24705350787567]]}","47.2470466194, -1.56885787906"
1085,St Sebastien I,274,2021-10-13T17:54:00+00:00,180,1.6,22,45,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.531480052846183, 47.19997096634199], [-1.530810809790736, 47.19996970173052], [-1.528444876574803, 47.19955483601604], [-1.527938620265056, 47.19952538550918]]}","47.1997696988, -1.52970815197"
5031,Tbilissi I,254,2021-10-13T17:54:00+00:00,480,6.6,18,50,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.541406229525645, 47.21216423752898], [-1.541321003184045, 47.21228370754024], [-1.541002417483693, 47.21254723778763], [-1.540514510359192, 47.212793762946404], [-1.538741420403334, 47.2135065821868]]}","47.2129175906, -1.54012726995"
807,Tribunes I2,407,2021-10-13T17:54:00+00:00,180,7.5,14,104,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.566750193951651, 47.24727797156439], [-1.566583984575355, 47.2471391348104], [-1.566278974810626, 47.24692554132633], [-1.56598408846755, 47.24672605078253], [-1.565572928069334, 47.246448976122345], [-1.565178999571775, 47.246179572039935], [-1.564963677954459, 47.24603207627428], [-1.563604386269333, 47.24509571487642], [-1.563298158615289, 47.244948195580754], [-1.56280812130016, 47.2448357845786]]}","47.2459571285, -1.56482748052"
5286,Coudray I3,400,2021-10-13T17:54:00+00:00,60,0.4,18,78,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.541957199627836, 47.23125492815719], [-1.541526159416897, 47.2316821779001], [-1.541371783059319, 47.23203923852854], [-1.541394454918247, 47.232707126328314], [-1.541378674879614, 47.23319985816387], [-1.54125050548015, 47.2334796784622], [-1.540470613041879, 47.23413122230109], [-1.540306053870381, 47.234536089092835]]}","47.2329212659, -1.54119375711"
798,Anne Bretagne I,314,2021-10-13T17:54:00+00:00,480,29.5,6,178,4,Dense,"{""type"": ""LineString"", ""coordinates"": [[-1.565458487104683, 47.20918631636322], [-1.563225233869723, 47.20679983490701]]}","47.2079930756, -1.56434186049"
5814,Becquerel I1,407,2021-10-13T17:54:00+00:00,480,3.7,24,60,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.551962282792021, 47.26096385892225], [-1.550305025469844, 47.26153874890551], [-1.549163561263302, 47.262078696318234], [-1.548342473973127, 47.262501559118604], [-1.547532790699074, 47.263018962869864]]}","47.2618864856, -1.54969797831"
5819,St Joseph P06,403,2021-10-13T17:54:00+00:00,360,3.3,20,72,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.528743274145896, 47.24963451778582], [-1.528783193704668, 47.249222501603526], [-1.52885977700371, 47.24900324496956], [-1.529372255666931, 47.24814819828895], [-1.529634077176394, 47.24772461405849], [-1.529795578959694, 47.2475272737418], [-1.530109126045643, 47.247274273657396], [-1.530427211113292, 47.24708406364373], [-1.531076407088695, 47.24646484488135]]}","47.2479143057, -1.52969697277"
812,Einstein P3,322,2021-10-13T17:54:00+00:00,720,14.1,16,74,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.566058955667921, 47.2627207041975], [-1.565289303092438, 47.26235153596917], [-1.562872074086638, 47.2612548861351], [-1.562525244034752, 47.26109222526179]]}","47.2619020046, -1.56429419144"
833,Vertou I4,320,2021-10-13T17:54:00+00:00,120,1.6,18,63,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.526691499190434, 47.18644284770003], [-1.527276059036792, 47.1868039996686], [-1.528411784985888, 47.18750368289653], [-1.529833922046129, 47.188375351501]]}","47.1874102883, -1.52826197943"
5820,St Joseph P07,340,2021-10-13T17:54:00+00:00,600,7.0,20,60,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.528649103603597, 47.253027313798256], [-1.528750563564241, 47.25227169199113], [-1.528880842352987, 47.25116014607806], [-1.528843610475982, 47.25066610420456], [-1.528748104503929, 47.249973835923406]]}","47.2515008562, -1.52878996744"
2122,Schuman I3,365,2021-10-13T17:54:00+00:00,780,14.1,18,74,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.57244045769084, 47.24125092882458], [-1.569854246953699, 47.23847304362748]]}","47.2398619862, -1.57114735232"
5833,Vertou P2,330,2021-10-13T17:54:00+00:00,0,0.0,18,65,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.526861243837287, 47.18627824541354], [-1.527593922863438, 47.1866994351639], [-1.528692572137359, 47.18740964649615], [-1.530095625569157, 47.18826853802389]]}","47.1872684623, -1.52848125707"
524,Paul P6,216,2021-10-13T17:54:00+00:00,240,2.5,46,17,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.634500871656801, 47.22824932313], [-1.63389427143106, 47.228872867791], [-1.633555585439358, 47.22924880524089], [-1.632838244516481, 47.22982972084793]]}","47.2290638286, -1.63369177308"
5096,Dreyfus I,352,2021-10-13T17:54:00+00:00,480,4.5,26,49,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.55624336972585, 47.25972669422873], [-1.555314048131414, 47.25991077414233], [-1.553575705572953, 47.26043272889752], [-1.551962282792021, 47.26096385892225]]}","47.2602972714, -1.5540900211"
5384,Buat I5,302,2021-10-13T17:54:00+00:00,0,0.0,21,53,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.539623126448526, 47.229042692660954], [-1.537343243232536, 47.23127800202365]]}","47.2301603473, -1.53848318484"
818,St Joseph I09,453,2021-10-13T17:54:00+00:00,540,6.2,20,81,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.531608776308804, 47.246660580984795], [-1.532186910510344, 47.24604373919281], [-1.532603704628564, 47.245333249692095], [-1.532679732307337, 47.24519036570407], [-1.533113493553602, 47.24435857686338], [-1.533244598668072, 47.24386713921665], [-1.533358510455695, 47.2434103297086], [-1.533636883411653, 47.2428602915072]]}","47.2448395061, -1.53276059372"
473,Vannes I2,392,2021-10-13T17:54:00+00:00,300,4.1,17,82,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.609062829034641, 47.24829271714358], [-1.613872765095431, 47.249607785077615]]}","47.2489502511, -1.61146779707"
5785,Verne P2,129,2021-10-13T17:54:00+00:00,180,2.5,17,27,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.532175080176018, 47.23689567263051], [-1.533054237470101, 47.235897248366555]]}","47.2363964605, -1.53261465882"
33,Sarrebruck P3,372,2021-10-13T17:54:00+00:00,1020,39.5,9,155,5,Saturé,"{""type"": ""LineString"", ""coordinates"": [[-1.528543394456334, 47.213727331715866], [-1.527278198202888, 47.213926604819235], [-1.526812226511027, 47.214016522338625], [-1.52665499580755, 47.21406203630528], [-1.525861755313334, 47.214275394227876], [-1.524818801597751, 47.21461681040916], [-1.523949787367539, 47.21489254167806]]}","47.2142289684, -1.5262271007"
5472,Vannes P8,470,2021-10-13T17:54:00+00:00,600,11.2,18,96,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.603263074767397, 47.246661466586765], [-1.606317478922156, 47.24788821676061], [-1.608774988336218, 47.24860181938278]]}","47.2476991936, -1.60599572315"
5175,Ste Luce P8,145,2021-10-13T17:54:00+00:00,300,5.4,20,26,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.509907050491218, 47.24090142349154], [-1.50803488874194, 47.24118158699896]]}","47.2410415052, -1.50897096962"
221,Bellamy I7,113,2021-10-13T17:54:00+00:00,480,10.0,12,33,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.554112383155786, 47.22017980394987], [-1.554839165893045, 47.221072607553346]]}","47.2206262058, -1.55447577452"
280,Liberation I4,243,2021-10-13T17:54:00+00:00,300,4.5,18,48,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.546049063483029, 47.192632270865055], [-1.5444804709498, 47.194088492878976], [-1.544671716265745, 47.19445043110285]]}","47.193506336, -1.54515419967"
179,Ste Luce I8,223,2021-10-13T17:54:00+00:00,600,8.3,17,46,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.516569824158027, 47.23725733004753], [-1.51551116496838, 47.23793451874808], [-1.514272994410089, 47.23851760351878]]}","47.2379244192, -1.51544181762"
5284,Bolardière I,307,2021-10-13T17:54:00+00:00,540,8.7,18,63,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.529520657271573, 47.20853727680173], [-1.527958957685311, 47.211086783354986]]}","47.2098120301, -1.52873980748"
6168,Liberation P2,172,2021-10-13T17:54:00+00:00,360,4.5,19,33,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.54622619300609, 47.192903876893915], [-1.547082624717147, 47.19218983349941], [-1.547912579669656, 47.19190387614502]]}","47.1923266124, -1.54702582309"
5453,Liberte I2,507,2021-10-13T17:54:00+00:00,360,6.2,16,111,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.587155436870505, 47.20614627838314], [-1.587951107860096, 47.203142126125314], [-1.588369260060424, 47.20165947581812]]}","47.203900707, -1.58775441156"
7120,Bertin P,197,2021-10-13T17:54:00+00:00,360,4.1,16,43,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.534269583317728, 47.21049110749005], [-1.533628143134657, 47.21049923952025], [-1.531716212093978, 47.210799739044894]]}","47.2106110739, -1.53298999565"
377,Coulmier P4,201,2021-10-13T17:54:00+00:00,360,5.0,21,35,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.541371024350673, 47.22724416911904], [-1.539509809363233, 47.22595296174471]]}","47.2265985654, -1.54044041686"
5032,Malakoff I3,218,2021-10-13T17:54:00+00:00,480,6.2,21,38,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.538741420403334, 47.2135065821868], [-1.535927427765335, 47.21306151481032]]}","47.2132840485, -1.53733442408"
7139,Gigant,359,2021-10-13T17:54:00+00:00,600,8.3,17,78,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.566640876365988, 47.2146844272152], [-1.567777131582638, 47.214566478738796], [-1.568572731559621, 47.21447038276388], [-1.569852231473311, 47.21442701473254], [-1.571344732507125, 47.214583819650194]]}","47.2145212786, -1.56899232423"
5786,Verne P3,251,2021-10-13T17:54:00+00:00,420,7.9,16,56,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.530613589589501, 47.23889208598844], [-1.532175080176018, 47.23689567263051]]}","47.2378938793, -1.53139433488"
5302,Rondeau I1,358,2021-10-13T17:54:00+00:00,360,2.9,22,58,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.536874583518274, 47.20510180410826], [-1.532748235997975, 47.20668610643093]]}","47.2058939553, -1.53481140976"
262,St Nazaire I3,257,2021-10-13T17:54:00+00:00,600,11.2,17,54,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.612341846890477, 47.2113772065191], [-1.608963548417696, 47.21111215757414]]}","47.211244682, -1.61065269765"
176,Ste Luce I6,304,2021-10-13T17:54:00+00:00,720,7.0,21,52,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.513057157878916, 47.239263992013456], [-1.512628104440141, 47.239680738045756], [-1.512202704780943, 47.24002203541936], [-1.511576666343088, 47.24041749287042], [-1.510119930175962, 47.24110172199235]]}","47.2402829925, -1.51165515235"
5150,Brandt P,273,2021-10-13T17:54:00+00:00,0,100.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.534755109765866, 47.21073482740508], [-1.535927427765335, 47.21306151481032]]}","47.2118981711, -1.53534126877"
5262,St Nazaire P1,248,2021-10-13T17:54:00+00:00,660,13.3,16,56,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.612008324366802, 47.21155683940995], [-1.608737283945147, 47.211350023031784]]}","47.2114534312, -1.61037280416"
5176,Ste Luce P7,332,2021-10-13T17:54:00+00:00,420,6.2,17,72,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.513164195193459, 47.23891990817077], [-1.511512288256649, 47.240154457128455], [-1.509907050491218, 47.24090142349154]]}","47.2399948552, -1.51158593583"
7132,Prairie Duc P5,293,2021-10-13T17:54:00+00:00,360,5.0,10,102,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.566070787393349, 47.204252740089146], [-1.569899064623024, 47.20384748194864]]}","47.204050111, -1.56798492601"
528,La Chapelle P6,195,2021-10-13T17:54:00+00:00,60,0.8,18,38,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.575334962450988, 47.25639988431984], [-1.575526535487524, 47.25541412919849], [-1.575694081235827, 47.25465929830509]]}","47.2555284131, -1.57550886064"
208,Viviani I1,326,2021-10-13T17:54:00+00:00,180,1.6,20,59,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.534968990699466, 47.20843791933496], [-1.535771845313681, 47.20762671719026], [-1.537175267090205, 47.206599262403564], [-1.537683246220994, 47.20617046478443]]}","47.2072724131, -1.53629763169"
7134,Antilles,230,2021-10-13T17:54:00+00:00,600,8.3,16,53,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.569899064623024, 47.20384748194864], [-1.570355789793659, 47.20361220088113], [-1.57137515367988, 47.202083441553995]]}","47.2030405523, -1.5707042009"
5528,La Chapelle I1,253,2021-10-13T17:54:00+00:00,240,2.9,20,45,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.574745735215944, 47.256425029214675], [-1.574981542855042, 47.2554222968614], [-1.575246055156745, 47.25416990590429]]}","47.255298886, -1.57500225159"
207,Viviani I2,221,2021-10-13T17:54:00+00:00,60,0.4,17,48,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.534269583317728, 47.21049110749005], [-1.534176631602415, 47.21025277234812], [-1.534121731603523, 47.209807816676424], [-1.534205885042494, 47.20942216572027], [-1.534492082935642, 47.20894098595735], [-1.534705049929382, 47.208577835292516]]}","47.2095077615, -1.53430580488"
7135,Antilles,281,2021-10-13T17:54:00+00:00,720,37.0,9,108,5,Saturé,"{""type"": ""LineString"", ""coordinates"": [[-1.57137515367988, 47.202083441553995], [-1.572894806779152, 47.199777184716694]]}","47.2009303131, -1.57213498023"
5529,La Chapelle I2,578,2021-10-13T17:54:00+00:00,240,3.7,16,131,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.573503784842462, 47.261554314052816], [-1.573549418857626, 47.26062407525883], [-1.574745735215944, 47.256425029214675]]}","47.2589754443, -1.57403840283"
5305,Freinet P,226,2021-10-13T17:54:00+00:00,180,1.6,17,47,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.534968990699466, 47.20843791933496], [-1.534058847691945, 47.207954625473896], [-1.533139989442155, 47.20686900513266]]}","47.2077413943, -1.53398363354"
5787,Verne P4,215,2021-10-13T17:54:00+00:00,420,7.9,17,46,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.529231941943688, 47.24059042735647], [-1.530613589589501, 47.23889208598844]]}","47.2397412567, -1.52992276577"
5438,Launay P2,180,2021-10-13T17:54:00+00:00,0,0.0,20,33,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.574850877325646, 47.2114610130504], [-1.572660898365607, 47.2108140372597]]}","47.2111375252, -1.57375588785"
7127,Motte rouge P,138,2021-10-13T17:54:00+00:00,720,22.0,13,38,4,Dense,"{""type"": ""LineString"", ""coordinates"": [[-1.552239411213178, 47.22877045616019], [-1.550851607651714, 47.227953589476016]]}","47.2283620228, -1.55154550943"
5828,Paris P3,165,2021-10-13T17:54:00+00:00,300,3.75,16,36,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.515925146309919, 47.25215708614136], [-1.51427604334976, 47.25314082628868]]}","47.2526489562, -1.51510059483"
